,SITE,DISTRICT,SCHOOL_NUMBER,SCHOOL_NAME,COMPLETERS,GRADE,PCT_FEMALE_(W),PCT_MALE_(W),PCT_FEMALE_(B),PCT_MALE_(B),PCT_FEMALE_(H),PCT_MALE_(H),PCT_FEMALE_(A),PCT_MALE_(A),PCT_FEMALE_(PI),PCT_MALE_(PI),PCT_FEMALE_(NA),PCT_MALE_(NA),PCT_FEMALE_(2+),PCT_MALE_(2+),PCT_FEMALE_(TOT),PCT_MALE_(TOT)
461,LAKE_181,LAKE,181,MT. DORA HIGH SCHOOL,205,12.0,0.37073170731707317,0.32682926829268294,0.04878048780487805,0.06341463414634146,0.07317073170731707,0.04878048780487805,0.00975609756097561,0.004878048780487805,0.0,0.0,0.004878048780487805,0.0,0.03414634146341464,0.014634146341463415,0.5414634146341464,0.4585365853658537
462,LAKE_211,LAKE,211,TAVARES HIGH SCHOOL,238,12.0,0.3235294117647059,0.35714285714285715,0.05042016806722689,0.06722689075630252,0.07142857142857142,0.06302521008403361,0.029411764705882353,0.004201680672268907,0.0,0.0,0.0,0.0,0.025210084033613446,0.008403361344537815,0.5,0.5
463,LAKE_231,LAKE,231,UMATILLA HIGH SCHOOL,160,12.0,0.4375,0.375,0.025,0.0125,0.0875,0.05625,0.0,0.0,0.0,0.0,0.0,0.0,0.00625,0.0,0.55625,0.44375
464,LAKE_701,LAKE,701,SOUTH LAKE HIGH SCHOOL,306,12.0,0.2908496732026144,0.28431372549019607,0.049019607843137254,0.05555555555555555,0.11437908496732026,0.1503267973856209,0.013071895424836602,0.016339869281045753,0.0,0.0,0.0,0.006535947712418301,0.013071895424836602,0.006535947712418301,0.4803921568627451,0.5196078431372549
465,LAKE_801,LAKE,801,EAST RIDGE HIGH SCHOOL,419,12.0,0.24343675417661098,0.24105011933174225,0.06921241050119331,0.0477326968973747,0.1360381861575179,0.15274463007159905,0.03818615751789976,0.01909307875894988,0.0,0.002386634844868735,0.00477326968973747,0.002386634844868735,0.026252983293556086,0.016706443914081145,0.5178997613365155,0.4821002386634845
466,LAKE_901,LAKE,901,LAKE MINNEOLA HIGH SCHOOL,445,12.0,0.2651685393258427,0.24943820224719102,0.07640449438202247,0.09662921348314607,0.10561797752808989,0.10337078651685393,0.035955056179775284,0.020224719101123594,0.0,0.0,0.0044943820224719105,0.0044943820224719105,0.024719101123595506,0.01348314606741573,0.5123595505617977,0.48764044943820223
467,LAKE_7004,LAKE,7004,LAKE VIRTUAL FRANCHISE,14,12.0,0.5714285714285714,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.21428571428571427
468,LAKE_9018,LAKE,9018,ALEE ACADEMY CHARTER SCHOOL,26,12.0,0.19230769230769232,0.34615384615384615,0.07692307692307693,0.19230769230769232,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.38461538461538464,0.6153846153846154
469,LEE_221,LEE,221,FORT MYERS HIGH SCHOOL,464,12.0,0.3577586206896552,0.3125,0.06896551724137931,0.04525862068965517,0.07327586206896551,0.0625,0.015086206896551725,0.03017241379310345,0.0,0.0,0.0,0.0,0.01939655172413793,0.015086206896551725,0.5344827586206896,0.46551724137931033
470,LEE_241,LEE,241,LEHIGH SENIOR HIGH SCHOOL,338,12.0,0.12130177514792899,0.06804733727810651,0.1804733727810651,0.10355029585798817,0.26627218934911245,0.21005917159763313,0.0029585798816568047,0.014792899408284023,0.0029585798816568047,0.0,0.0029585798816568047,0.0029585798816568047,0.01775147928994083,0.005917159763313609,0.5946745562130178,0.40532544378698226
471,LEE_311,LEE,311,NORTH FORT MYERS HIGH SCHOOL,370,12.0,0.4486486486486487,0.3162162162162162,0.016216216216216217,0.005405405405405406,0.08378378378378379,0.0891891891891892,0.016216216216216217,0.002702702702702703,0.0,0.0,0.002702702702702703,0.0,0.010810810810810811,0.008108108108108109,0.5783783783783784,0.42162162162162165
472,LEE_491,LEE,491,ISLAND COAST HIGH SCHOOL,284,12.0,0.24295774647887325,0.22183098591549297,0.07394366197183098,0.06690140845070422,0.2112676056338028,0.15845070422535212,0.0035211267605633804,0.007042253521126761,0.0,0.0,0.0035211267605633804,0.0035211267605633804,0.0035211267605633804,0.0035211267605633804,0.5387323943661971,0.4612676056338028
473,LEE_511,LEE,511,SOUTH FORT MYERS HIGH SCHOOL,365,12.0,0.22465753424657534,0.19726027397260273,0.11232876712328767,0.0958904109589041,0.18356164383561643,0.12876712328767123,0.0136986301369863,0.01643835616438356,0.0,0.0,0.0027397260273972603,0.0,0.021917808219178082,0.0027397260273972603,0.5589041095890411,0.4410958904109589
474,LEE_531,LEE,531,CYPRESS LAKE HIGH SCHOOL,283,12.0,0.3710247349823322,0.24734982332155478,0.0812720848056537,0.08480565371024736,0.08833922261484099,0.08833922261484099,0.007067137809187279,0.0035335689045936395,0.0,0.0,0.0,0.0,0.02120141342756184,0.007067137809187279,0.568904593639576,0.43109540636042404
475,LEE_591,LEE,591,RIVERDALE HIGH SCHOOL,436,12.0,0.3623853211009174,0.2981651376146789,0.013761467889908258,0.045871559633027525,0.13761467889908258,0.12385321100917432,0.0045871559633027525,0.0022935779816513763,0.0,0.0,0.0,0.0,0.0022935779816513763,0.009174311926605505,0.5206422018348624,0.4793577981651376
476,LEE_621,LEE,621,CAPE CORAL HIGH SCHOOL,304,12.0,0.26644736842105265,0.2565789473684211,0.05921052631578947,0.03618421052631579,0.14802631578947367,0.1513157894736842,0.023026315789473683,0.019736842105263157,0.0,0.0,0.0,0.003289473684210526,0.013157894736842105,0.023026315789473683,0.5098684210526315,0.4901315789473684
477,LEE_721,LEE,721,MARINER HIGH SCHOOL,295,12.0,0.2711864406779661,0.3728813559322034,0.013559322033898305,0.03389830508474576,0.16610169491525423,0.1152542372881356,0.003389830508474576,0.006779661016949152,0.003389830508474576,0.0,0.0,0.0,0.006779661016949152,0.006779661016949152,0.46440677966101696,0.535593220338983
478,LEE_731,LEE,731,ESTERO HIGH SCHOOL,339,12.0,0.2949852507374631,0.30383480825958703,0.02359882005899705,0.008849557522123894,0.15339233038348082,0.17404129793510326,0.02064896755162242,0.0029498525073746312,0.0,0.0,0.0,0.0,0.008849557522123894,0.008849557522123894,0.5014749262536873,0.49852507374631266
479,LEE_745,LEE,745,EAST LEE COUNTY HIGH SCHOOL,264,12.0,0.07196969696969698,0.08712121212121213,0.14393939393939395,0.1553030303030303,0.2803030303030303,0.23106060606060605,0.0,0.007575757575757576,0.0,0.003787878787878788,0.0,0.003787878787878788,0.007575757575757576,0.007575757575757576,0.5037878787878788,0.4962121212121212
480,LEE_831,LEE,831,DUNBAR HIGH SCHOOL,181,12.0,0.055248618784530384,0.16022099447513813,0.23756906077348067,0.23756906077348067,0.12154696132596685,0.16574585635359115,0.0055248618784530384,0.011049723756906077,0.0,0.0,0.0,0.0,0.0,0.0055248618784530384,0.4198895027624309,0.580110497237569
481,LEE_861,LEE,861,IDA S. BAKER HIGH SCHOOL,393,12.0,0.3256997455470738,0.2951653944020356,0.01272264631043257,0.01272264631043257,0.1628498727735369,0.1475826972010178,0.002544529262086514,0.015267175572519083,0.0,0.002544529262086514,0.0,0.0,0.01272264631043257,0.010178117048346057,0.5165394402035624,0.48346055979643765
482,LEE_4121,LEE,4121,GATEWAY CHARTER HIGH SCHOOL,133,12.0,0.2556390977443609,0.21052631578947367,0.07518796992481203,0.07518796992481203,0.18045112781954886,0.13533834586466165,0.015037593984962405,0.03759398496240601,0.0,0.0,0.007518796992481203,0.0,0.007518796992481203,0.0,0.5413533834586466,0.45864661654135336
483,LEE_4155,LEE,4155,FLORIDA SOUTHWESTERN COLLEGIATE HIGH SCHOOL,95,12.0,0.3368421052631579,0.2,0.11578947368421053,0.031578947368421054,0.17894736842105263,0.07368421052631578,0.031578947368421054,0.0,0.010526315789473684,0.0,0.0,0.0,0.010526315789473684,0.010526315789473684,0.6842105263157895,0.3157894736842105
484,LEE_4181,LEE,4181,OASIS CHARTER HIGH SCHOOL,164,12.0,0.35365853658536583,0.38414634146341464,0.0,0.0,0.12195121951219512,0.08536585365853659,0.018292682926829267,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,0.024390243902439025,0.5060975609756098,0.49390243902439024
485,LEE_4211,LEE,4211,PIVOT CHARTER SCHOOL,32,12.0,0.21875,0.25,0.03125,0.03125,0.15625,0.25,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.03125,0.40625,0.59375
486,LEE_4212,LEE,4212,CITY OF PALMS CHARTER HIGH SCHOOL,13,12.0,0.0,0.38461538461538464,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.5384615384615384
487,LEE_4223,LEE,4223,PALM ACRES CHARTER HIGH SCHOOL,18,12.0,0.2222222222222222,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
488,LEE_4242,LEE,4242,NORTH NICHOLAS HIGH SCHOOL,81,12.0,0.2716049382716049,0.24691358024691357,0.037037037037037035,0.04938271604938271,0.16049382716049382,0.20987654320987653,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,0.012345679012345678,0.48148148148148145,0.5185185185185185
489,LEE_4251,LEE,4251,CORONADO HIGH SCHOOL,29,12.0,0.27586206896551724,0.13793103448275862,0.13793103448275862,0.034482758620689655,0.20689655172413793,0.20689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6206896551724138,0.3793103448275862
490,LEE_4274,LEE,4274,ISLAND PARK HIGH SCHOOL,24,12.0,0.375,0.375,0.0,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.4583333333333333
491,LEE_4302,LEE,4302,DJB TECHNICAL ACADEMY,15,12.0,0.13333333333333333,0.4,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.7333333333333333
492,LEE_7004,LEE,7004,LEE COUNTY VIRTUAL FRANCHISE,30,12.0,0.5,0.26666666666666666,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
493,LEON_21,LEON,21,LEON HIGH SCHOOL,402,12.0,0.30597014925373134,0.30845771144278605,0.16169154228855723,0.10945273631840796,0.024875621890547265,0.022388059701492536,0.004975124378109453,0.017412935323383085,0.0,0.004975124378109453,0.0,0.0024875621890547263,0.014925373134328358,0.022388059701492536,0.5124378109452736,0.48756218905472637
495,LEON_51,LEON,51,JAMES RICKARDS HIGH SCHOOL,215,12.0,0.04186046511627907,0.06976744186046512,0.42790697674418604,0.30697674418604654,0.018604651162790697,0.013953488372093023,0.05581395348837209,0.03255813953488372,0.0,0.0,0.0,0.0,0.009302325581395349,0.023255813953488372,0.5534883720930233,0.44651162790697674
497,LEON_161,LEON,161,AMOS P. GODBY HIGH SCHOOL,179,12.0,0.10614525139664804,0.10614525139664804,0.30726256983240224,0.37988826815642457,0.05027932960893855,0.03910614525139665,0.0,0.0,0.0,0.0,0.00558659217877095,0.0,0.00558659217877095,0.0,0.4748603351955307,0.5251396648044693
498,LEON_204,LEON,204,SAIL,86,12.0,0.4418604651162791,0.3488372093023256,0.06976744186046512,0.08139534883720931,0.011627906976744186,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.011627906976744186,0.011627906976744186,0.5348837209302325,0.46511627906976744
501,LEON_1091,LEON,1091,LINCOLN HIGH SCHOOL,414,12.0,0.2777777777777778,0.32367149758454106,0.13043478260869565,0.14492753623188406,0.033816425120772944,0.016908212560386472,0.026570048309178744,0.014492753623188406,0.0,0.0024154589371980675,0.0,0.0024154589371980675,0.007246376811594203,0.01932367149758454,0.4758454106280193,0.5241545893719807
502,LEON_1141,LEON,1141,LAWTON CHILES HIGH SCHOOL,454,12.0,0.4185022026431718,0.3766519823788546,0.037444933920704845,0.039647577092511016,0.022026431718061675,0.024229074889867842,0.024229074889867842,0.02643171806167401,0.0,0.0,0.0022026431718061676,0.0022026431718061676,0.011013215859030838,0.015418502202643172,0.5154185022026432,0.4845814977973568
503,LEON_1211,LEON,1211,SUCCESS ACADEMY AT GHAZVINI LEARNING CENTER,16,12.0,0.125,0.0,0.5625,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6875,0.3125
504,LEON_7004,LEON,7004,LEON COUNTY VIRTUAL SCHOOL FRANCHISE,11,12.0,0.5454545454545454,0.2727272727272727,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.45454545454545453
505,LEVY_21,LEVY,21,BRONSON MIDDLE/HIGH SCHOOL,56,12.0,0.32142857142857145,0.4642857142857143,0.08928571428571429,0.0,0.03571428571428571,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.44642857142857145,0.5535714285714286
507,LEVY_41,LEVY,41,CEDAR KEY HIGH SCHOOL,13,12.0,0.3076923076923077,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.15384615384615385,0.38461538461538464,0.6153846153846154
508,LEVY_51,LEVY,51,CHIEFLAND MIDDLE HIGH SCHOOL,93,12.0,0.4838709677419355,0.3548387096774194,0.010752688172043012,0.06451612903225806,0.043010752688172046,0.010752688172043012,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.021505376344086023,0.0,0.5698924731182796,0.43010752688172044
509,LEVY_91,LEVY,91,WILLISTON HIGH SCHOOL,104,12.0,0.3557692307692308,0.34615384615384615,0.07692307692307693,0.057692307692307696,0.04807692307692308,0.07692307692307693,0.019230769230769232,0.009615384615384616,0.0,0.0,0.0,0.0,0.009615384615384616,0.0,0.5096153846153846,0.49038461538461536
511,LIBERTY_21,LIBERTY,21,LIBERTY COUNTY HIGH SCHOOL,75,12.0,0.41333333333333333,0.4,0.05333333333333334,0.08,0.013333333333333334,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.49333333333333335,0.5066666666666667
515,MADISON_11,MADISON,11,MADISON COUNTY HIGH SCHOOL,111,12.0,0.24324324324324326,0.1981981981981982,0.2072072072072072,0.27927927927927926,0.04504504504504504,0.018018018018018018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,0.4954954954954955,0.5045045045045045
517,MANATEE_72,MANATEE,72,BAYSHORE HIGH SCHOOL,218,12.0,0.27522935779816515,0.22935779816513763,0.09174311926605505,0.04128440366972477,0.15137614678899083,0.1559633027522936,0.013761467889908258,0.0045871559633027525,0.0,0.0,0.0045871559633027525,0.0,0.013761467889908258,0.01834862385321101,0.5504587155963303,0.44954128440366975
518,MANATEE_181,MANATEE,181,MANATEE HIGH SCHOOL,426,12.0,0.2981220657276995,0.3474178403755869,0.07042253521126761,0.08215962441314555,0.09154929577464789,0.08215962441314555,0.011737089201877934,0.004694835680751174,0.002347417840375587,0.0,0.0,0.0,0.002347417840375587,0.007042253521126761,0.4765258215962441,0.5234741784037559
520,MANATEE_351,MANATEE,351,PALMETTO HIGH SCHOOL,326,12.0,0.30368098159509205,0.27300613496932513,0.08282208588957055,0.05828220858895705,0.12883435582822086,0.13803680981595093,0.0,0.009202453987730062,0.0,0.0,0.0,0.0,0.003067484662576687,0.003067484662576687,0.5184049079754601,0.4815950920245399
521,MANATEE_431,MANATEE,431,SOUTHEAST HIGH SCHOOL,218,12.0,0.2018348623853211,0.21100917431192662,0.0963302752293578,0.08256880733944955,0.12385321100917432,0.22477064220183487,0.022935779816513763,0.027522935779816515,0.0,0.0,0.0,0.0,0.0,0.009174311926605505,0.44495412844036697,0.555045871559633
522,MANATEE_721,MANATEE,721,LAKEWOOD RANCH HIGH SCHOOL,427,12.0,0.44730679156908665,0.3629976580796253,0.03044496487119438,0.02576112412177986,0.05620608899297424,0.0351288056206089,0.00468384074941452,0.01639344262295082,0.0,0.0,0.0,0.0,0.00936768149882904,0.0117096018735363,0.5480093676814989,0.4519906323185012
524,MANATEE_731,MANATEE,731,HORIZONS ACADEMY,60,12.0,0.2833333333333333,0.2833333333333333,0.08333333333333333,0.08333333333333333,0.06666666666666667,0.13333333333333333,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.016666666666666666,0.03333333333333333,0.45,0.55
525,MANATEE_762,MANATEE,762,BRADEN RIVER HIGH SCHOOL,404,12.0,0.3712871287128713,0.3316831683168317,0.03217821782178218,0.034653465346534656,0.06188118811881188,0.06435643564356436,0.04207920792079208,0.022277227722772276,0.0,0.0,0.0024752475247524753,0.0,0.027227722772277228,0.009900990099009901,0.5371287128712872,0.4628712871287129
529,MANATEE_2104,MANATEE,2104,MANATEE SCHOOL FOR THE ARTS,158,12.0,0.36075949367088606,0.24050632911392406,0.06329113924050633,0.04430379746835443,0.14556962025316456,0.0949367088607595,0.0,0.0189873417721519,0.0,0.0,0.0,0.006329113924050633,0.006329113924050633,0.0189873417721519,0.5759493670886076,0.4240506329113924
531,MANATEE_2141,MANATEE,2141,STATE COLLEGE OF FLORIDA COLLEGIATE SCHOOL,50,12.0,0.48,0.26,0.02,0.02,0.04,0.08,0.02,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.6,0.4
534,MARION_331,MARION,331,NORTH MARION HIGH SCHOOL,270,12.0,0.3,0.2777777777777778,0.13703703703703704,0.11481481481481481,0.05555555555555555,0.05925925925925926,0.003703703703703704,0.0,0.0,0.0,0.003703703703703704,0.003703703703703704,0.018518518518518517,0.025925925925925925,0.5185185185185185,0.48148148148148145
536,MARION_351,MARION,351,FOREST HIGH SCHOOL,416,12.0,0.30528846153846156,0.37259615384615385,0.06009615384615385,0.04807692307692308,0.06009615384615385,0.07211538461538461,0.019230769230769232,0.004807692307692308,0.0,0.002403846153846154,0.007211538461538462,0.004807692307692308,0.014423076923076924,0.028846153846153848,0.46634615384615385,0.5336538461538461
537,MARION_461,MARION,461,VANGUARD HIGH SCHOOL,364,12.0,0.2774725274725275,0.2664835164835165,0.13736263736263737,0.08791208791208792,0.038461538461538464,0.07417582417582418,0.024725274725274724,0.02197802197802198,0.0,0.0,0.0027472527472527475,0.0027472527472527475,0.02197802197802198,0.04395604395604396,0.5027472527472527,0.49725274725274726
539,MARION_501,MARION,501,LAKE WEIR HIGH SCHOOL,354,12.0,0.2655367231638418,0.3135593220338983,0.1016949152542373,0.09322033898305085,0.059322033898305086,0.10734463276836158,0.0,0.002824858757062147,0.0,0.0,0.0,0.002824858757062147,0.022598870056497175,0.031073446327683617,0.4491525423728814,0.5508474576271186
540,MARION_521,MARION,521,DUNNELLON HIGH SCHOOL,206,12.0,0.28640776699029125,0.2669902912621359,0.07766990291262135,0.06310679611650485,0.1262135922330097,0.11165048543689321,0.0048543689320388345,0.0048543689320388345,0.009708737864077669,0.0,0.0048543689320388345,0.0,0.014563106796116505,0.02912621359223301,0.5242718446601942,0.47572815533980584
542,MARION_661,MARION,661,BELLEVIEW HIGH SCHOOL,301,12.0,0.33222591362126247,0.30564784053156147,0.053156146179401995,0.04318936877076412,0.08305647840531562,0.10963455149501661,0.013289036544850499,0.009966777408637873,0.0,0.0,0.0033222591362126247,0.006644518272425249,0.023255813953488372,0.016611295681063124,0.5083056478405316,0.49169435215946844
544,MARION_701,MARION,701,WEST PORT HIGH SCHOOL,551,12.0,0.24319419237749546,0.20508166969147004,0.1088929219600726,0.09618874773139746,0.1306715063520871,0.12522686025408347,0.014519056261343012,0.012704174228675136,0.0,0.0,0.003629764065335753,0.003629764065335753,0.019963702359346643,0.036297640653357534,0.5208711433756806,0.4791288566243194
546,MARION_9690,MARION,9690,FRANCIS MARION MILITARY ACADEMY,14,12.0,0.07142857142857142,0.42857142857142855,0.21428571428571427,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714
549,MARTIN_31,MARTIN,31,MARTIN COUNTY HIGH SCHOOL,456,12.0,0.35526315789473684,0.3267543859649123,0.021929824561403508,0.02631578947368421,0.11403508771929824,0.10307017543859649,0.019736842105263157,0.0,0.0,0.0,0.0021929824561403508,0.0021929824561403508,0.019736842105263157,0.008771929824561403,0.5328947368421053,0.46710526315789475
552,MARTIN_241,MARTIN,241,SOUTH FORK HIGH SCHOOL,385,12.0,0.3194805194805195,0.34805194805194806,0.02857142857142857,0.03896103896103896,0.09610389610389611,0.12207792207792208,0.005194805194805195,0.01038961038961039,0.0,0.0,0.0025974025974025974,0.005194805194805195,0.01818181818181818,0.005194805194805195,0.4701298701298701,0.5298701298701298
554,MARTIN_351,MARTIN,351,JENSEN BEACH HIGH SCHOOL,412,12.0,0.39563106796116504,0.40048543689320387,0.024271844660194174,0.02912621359223301,0.05339805825242718,0.06310679611650485,0.0024271844660194173,0.0048543689320388345,0.0,0.0,0.0,0.0,0.007281553398058253,0.019417475728155338,0.4830097087378641,0.5169902912621359
555,MARTIN_400,MARTIN,400,CLARK ADVANCED LEARNING CENTER,91,12.0,0.43956043956043955,0.32967032967032966,0.03296703296703297,0.04395604395604396,0.04395604395604396,0.07692307692307693,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.02197802197802198,0.5274725274725275,0.4725274725274725
556,MONROE_41,MONROE,41,CORAL SHORES HIGH SCHOOL,159,12.0,0.22641509433962265,0.39622641509433965,0.006289308176100629,0.006289308176100629,0.1509433962264151,0.18867924528301888,0.006289308176100629,0.006289308176100629,0.0,0.0,0.0,0.006289308176100629,0.0,0.006289308176100629,0.389937106918239,0.610062893081761
558,MONROE_101,MONROE,101,KEY WEST HIGH SCHOOL,242,12.0,0.26859504132231404,0.2975206611570248,0.06611570247933884,0.05785123966942149,0.11983471074380166,0.11983471074380166,0.004132231404958678,0.01652892561983471,0.0,0.0,0.004132231404958678,0.008264462809917356,0.012396694214876033,0.024793388429752067,0.47520661157024796,0.5247933884297521
560,MONROE_131,MONROE,131,MARATHON SCHOOL,62,12.0,0.20967741935483872,0.25806451612903225,0.03225806451612903,0.0,0.2903225806451613,0.1774193548387097,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.532258064516129,0.46774193548387094
561,MONROE_382,MONROE,382,KEY WEST COLLEGIATE SCHOOL,12,12.0,0.3333333333333333,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.3333333333333333,0.6666666666666666
563,NASSAU_151,NASSAU,151,HILLIARD MIDDLE-SENIOR HIGH,105,12.0,0.3904761904761905,0.5619047619047619,0.009523809523809525,0.01904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.009523809523809525,0.0,0.009523809523809525,0.0,0.41904761904761906,0.580952380952381
564,NASSAU_191,NASSAU,191,WEST NASSAU COUNTY HIGH SCHOOL,218,12.0,0.48623853211009177,0.41743119266055045,0.013761467889908258,0.0,0.027522935779816515,0.013761467889908258,0.0,0.0,0.0,0.0,0.0,0.0,0.01834862385321101,0.022935779816513763,0.5458715596330275,0.4541284403669725
565,NASSAU_231,NASSAU,231,YULEE HIGH SCHOOL,248,12.0,0.4112903225806452,0.375,0.04838709677419355,0.04838709677419355,0.04838709677419355,0.028225806451612902,0.008064516129032258,0.0,0.0,0.0,0.0,0.004032258064516129,0.016129032258064516,0.012096774193548387,0.532258064516129,0.46774193548387094
566,NASSAU_291,NASSAU,291,FERNANDINA BEACH HIGH SCHOOL,185,12.0,0.3945945945945946,0.41081081081081083,0.03783783783783784,0.021621621621621623,0.04864864864864865,0.03783783783783784,0.0,0.010810810810810811,0.0,0.005405405405405406,0.0,0.0,0.02702702702702703,0.005405405405405406,0.5081081081081081,0.4918918918918919
567,OKALOOSA_41,OKALOOSA,41,BAKER SCHOOL,101,12.0,0.5148514851485149,0.37623762376237624,0.0,0.009900990099009901,0.0297029702970297,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.0,0.0,0.0,0.0,0.009900990099009901,0.0297029702970297,0.5643564356435643,0.43564356435643564
568,OKALOOSA_201,OKALOOSA,201,LAUREL HILL SCHOOL,30,12.0,0.4666666666666667,0.43333333333333335,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.5333333333333333,0.4666666666666667
569,OKALOOSA_211,OKALOOSA,211,NICEVILLE SENIOR HIGH SCHOOL,441,12.0,0.3900226757369615,0.41723356009070295,0.022675736961451247,0.027210884353741496,0.036281179138321996,0.022675736961451247,0.022675736961451247,0.006802721088435374,0.0022675736961451248,0.0045351473922902496,0.0,0.0,0.022675736961451247,0.024943310657596373,0.4965986394557823,0.5034013605442177
570,OKALOOSA_581,OKALOOSA,581,CHOCTAWHATCHEE SENIOR HIGH SCHOOL,358,12.0,0.3547486033519553,0.3268156424581006,0.05307262569832402,0.06983240223463687,0.0446927374301676,0.05027932960893855,0.027932960893854747,0.030726256983240222,0.0,0.002793296089385475,0.0,0.0,0.019553072625698324,0.019553072625698324,0.5,0.5
572,OKALOOSA_641,OKALOOSA,641,FORT WALTON BEACH HIGH SCHOOL,364,12.0,0.3516483516483517,0.31043956043956045,0.07692307692307693,0.06043956043956044,0.03571428571428571,0.024725274725274724,0.04395604395604396,0.02197802197802198,0.0,0.0027472527472527475,0.005494505494505495,0.0,0.04120879120879121,0.024725274725274724,0.554945054945055,0.44505494505494503
575,OKALOOSA_9800,OKALOOSA,9800,OKALOOSA ACADEMY,28,12.0,0.2857142857142857,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.0,0.0,0.0,0.0,0.07142857142857142,0.03571428571428571,0.6428571428571429,0.35714285714285715
576,OKALOOSA_9805,OKALOOSA,9805,COLLEGIATE HIGH SCHOOL AT NORTHWEST FLORIDA STATE COLLEGE,100,12.0,0.43,0.32,0.03,0.0,0.06,0.05,0.03,0.01,0.0,0.0,0.0,0.0,0.04,0.03,0.59,0.41
579,OKEECHOBEE_101,OKEECHOBEE,101,OKEECHOBEE HIGH SCHOOL,327,12.0,0.29357798165137616,0.24464831804281345,0.021406727828746176,0.024464831804281346,0.18042813455657492,0.1926605504587156,0.0061162079510703364,0.0030581039755351682,0.0,0.0,0.012232415902140673,0.0030581039755351682,0.009174311926605505,0.009174311926605505,0.5229357798165137,0.47706422018348627
581,ORANGE_40,ORANGE,40,PROSPERITAS LEADERSHIP ACADEMY CHARTER,17,12.0,0.0,0.11764705882352941,0.17647058823529413,0.47058823529411764,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.35294117647058826,0.6470588235294118
585,ORANGE_74,ORANGE,74,WORKFORCE ADVANTAGE ACADEMY CHARTER,37,12.0,0.08108108108108109,0.13513513513513514,0.2702702702702703,0.2702702702702703,0.13513513513513514,0.08108108108108109,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5135135135135135,0.4864864864864865
587,ORANGE_84,ORANGE,84,SHEELER HIGH CHARTER,41,12.0,0.12195121951219512,0.12195121951219512,0.24390243902439024,0.17073170731707318,0.1951219512195122,0.14634146341463414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5609756097560976,0.43902439024390244
